"Verloskundigen Bolwerk, locatie Staten Bolwerk",Verloskundige zorg,"Staten Bolwerk 8, Haarlem",023-5320434,https://www.verloskundigenbolwerk.nl
Verloskundigen Praktijk Oud-Beijerland e.o.,Verloskundige zorg,"Maseratilaan 6, Oud-Beijerland",0186-615541,http://www.obleo.nl
Verloskundig Centrum,Verloskundige zorg,"Graaf Hendrik III Laan 63, Breda",076-5657177,http://www.verloskundigcentrum.nl
Hammer HealthCare,Fysiotherapie,"Ambachtstraat 1 G, Kampen",038-2022679,https://hammerhealthcare.nl/
FlexClinics,Organisatie,"Soestwetering 12 A, Utrecht",088-8353900,https://www.flexclinics.nl/
FlexClinics Orthopedie,Medisch specialistische zorg,"Soestwetering 12 A, Utrecht",088-8353900,https://www.flexclinics.nl/
Verloskundigen 101,Verloskundige zorg,"Johannes Verhulststraat 101, Amsterdam",020-4700067,http://www.verloskundigen101.nl
De Kraamspecialist,Kraamzorg,"Kropaarstraat 1 D, Amsterdam",06-41120440,https://www.dekraamspecialist.nl/
Verloskundigen Ridderhof,Organisatie,"Raadhuislaan 21 B, Oss",0412-627560­,https://verloskundigenridderhof.nl
"Verloskundigen Ridderhof, locatie Oss",Verloskundige zorg,"Raadhuislaan 21 B, Oss",0412-627560,http://www.verloskundigenridderhof.nl
Tandprothetische Praktijk J.A. de Vries,Mondzorg,"Kerkstraat 10, Zwolle",038-4235800,http://www.kunstgebit-zwolle.nl
ZOeetje,Diëtetiek,"Rogier Monicxlaan 1, Beek en Donk",06-28816844,http://www.zoeetje.nl
Zorgmed Kraamzorg,Kraamzorg,"Carmelitessenstraat 4, Eindhoven",040-2517830,https://www.zorgmed.nl
Verloskundige Maatschap Zuidwijk,Verloskundige zorg,"Vaerhorst 16 A, Rotterdam",010-4810889,http://www.verloskundigenzuidwijk.nl
FitFood Diëtistenpraktijk,Organisatie,"Blasiusstraat 136, Amsterdam",020-2600028,https://www.fitfood.info
Praktijk voor Fysiotherapie Roerdomplaan,Fysiotherapie,"Roerdomplaan 10, Rotterdam",010-4811155,http://www.fysioroerdomp.nl
"Odebaar, verloskundigenpraktijk",Verloskundige zorg,"Selterskampweg 61-2, Bennekom",06-43789244,https://www.odebaar.nl
Fietsende fysio,Fysiotherapie,"Samuel Esmeijerstraat 215, Vlaardingen",06-38120459,https://www.fietsendefysio.nl/
"FitFood Diëtistenpraktijk, locatie Amsterdam-Oost - Blasiusstraat",Diëtetiek,"Blasiusstraat 128-136, Amsterdam",020-2600028,https://www.fitfood.info
Geboortecentrum Linde,Verloskundige zorg,"Didamseweg 94 A, Zevenaar",0316-542541,https://www.geboortecentrumlinde.nl
Palliaplus,Wijkverpleging,"Dorpsstraat 87, Nijeveen",055-3556220,https://www.palliaplus.nl/
Zuyderland Zorgcentra - Hospice Mariaveld,Hospicezorg,"Jozefstraat 1, Susteren",046-4496000,https://www.zuyderland.nl
"Annelieke Janssen Fysiotherapie, Manuele Therapie en Training",Fysiotherapie,"Weteringpad 7, Soest",06-40220020,https://www.anneliekejanssen.nl/
Buurtzorghuis Haaksbergen,Hospicezorg,"Aaftinksweg 17, Haaksbergen",06-30732101,https://www.buurtzorghuis.nl/locaties/haaksbergen/
Fysiotherapie Overbeek,Fysiotherapie,"IJsselburcht 3, Arnhem",06-39531739,https://www.fysiotherapieoverbeek.nl
"MondCleanic, Center for Dental Excellence",Mondzorg,"Voorstraat 107, Noordwijk",071-3646730,http://www.mondcleanic.nl
Podotherapie Tol,Podotherapie,"Jurriaan Kokstraat 55, Den Haag",070-3524222,http://www.podotherapie-tol.nl
LUX Verloskundigen,Verloskundige zorg,"Carmelitessenstraat 4, Eindhoven",040-2511417,https://lux-verloskundigen.nl/
MoniCare - Thuis in Zorg,Wijkverpleging,"Schoolstraat 3, Pannerden",0316-373344,http://www.monicare.nl
Vrouwen Medisch Centrum,Medisch specialistische zorg,"Prins Bernhardstraat 1, 's-Hertogenbosch",073-2001070,https://www.vrouwenmedischcentrum.nl/
VandenBroecke Kliniek,Medisch specialistische zorg,"Mary Beystraat 5, Leiden",088-0042700,http://www.vandenbroeckekliniek.nl
Diëtist & Leefstijl Slim Fit,Organisatie,"Ceresplein 1, Breezand",06-34305194,http://www.dietist-leefstijl.nl
Redbeez Zorgprofessionals,Wijkverpleging,"Crabethstraat 7 F, Eindhoven",040-7470151,https://www.redbeez.nl/
Pink&Blue Kraamzorg,Kraamzorg,"Hekoord 7, Breda",06-48075535,http://www.pinkandbluekraamzorg.nl
"Ellesie Vrouwenkliniek, locatie Gorinchem",Medisch specialistische zorg,"Edisonweg 30, Gorinchem",0183-201130,https://www.ellesie.nl/
Air4ce Kids & Young Adults,Medisch specialistische zorg,"Dieperpoellaan 28, Leiden",085-8224810,https://www.air4cekids.nl/
Fysiotherapie Welkom,Fysiotherapie,"Wim Noordhoekkade 130, Amsterdam",020-4167020,http://www.fysiotherapiewelkom.nl
"Polikliniek de Blaak Rotterdam, locatie Nieuwstraat",Medisch specialistische zorg,"Nieuwstraat 282, Rotterdam",085-4881700,https://www.polikliniekdeblaak.nl
Zuyderland Zorgcentra - Hospice Daniken,Hospicezorg,"Stikkerstraat 100, Geleen",088-4581600,https://www.zuyderland.nl
Verloskundigenpraktijk De Kei,Organisatie,"Elly Takmastraat 31, Amersfoort",033-4801880,https://www.verloskundigenpraktijkdekei.nl/
"Verloskundigenpraktijk De Kei, locatie Elly Takmastraat",Verloskundige zorg,"Elly Takmastraat 31, Amersfoort",033-4801880,http://www.verloskundigenpraktijkdekei.nl
Buurtzorg Amersfoort Kattenbroek en Zielhorst,Wijkverpleging,"Stradivariusstraat 19 A, Amersfoort",06-13587170,http://www.buurtzorgnederland.com
Hospice Nathrine,Hospicezorg,"Laan van NIeuw Blankenburg 13, Rozenburg",0181-892985,https://www.hospicenathrine.nl/
Verloskundigenpraktijk Nieuw Leven,Verloskundige zorg,"Jan Luykenstraat 8 P, Ridderkerk",0180-410040,http://www.verloskundigenpraktijknieuwleven.nl
YourFACE Clinics,Organisatie,"Weesperzijde 8 A, Amsterdam",020-7798466,https://www.yourface.nl/
De Gebitskliniek,Mondzorg,"Kerkbuurt 107, Sliedrecht",0184-636964,http://www.degebitskliniek.nl
Mondhygiënepraktijk Bouman,Mondzorg,"De Kempenaerpark 4, Nieuwegein",06-15613771,https://mhbouman.nl/
PHIT Fysiotherapie,Fysiotherapie,"Heinsbergerweg 32, Roermond",0467-580813,https://phitfysiotherapie.nl/
Rembrandt fysiotherapie en revalidatie,Organisatie,"Kerkewijk 92, Veenendaal",088-0509999,http://www.pmirembrandt.nl
"Verloskundige praktijk Zeist, locatie Zeist",Verloskundige zorg,"De Clomp 1912, Zeist",030-6917593,https://www.zwangerinzeist.nl/
"Vrouwenkliniek Nieuw West, polikliniek voor gynaecologie",Medisch specialistische zorg,"Osdorpplein 582, Amsterdam",020-4954216,https://vrouwenkliniekzuidoost.nl/
De Amsterdamse Tandarts,Organisatie,"Nieuwe Prinsengracht 112 O, Amsterdam",020-6257094,https://deamsterdamsetandarts.nl
"De Amsterdamse Tandarts, Centrum/Oost",Mondzorg,"Nieuwe Prinsengracht 112 O, Amsterdam",020-6257094,http://www.deamsterdamsetandarts.nl/
Weeda van den Berg fysiopraktijken,Organisatie,"Haring 2, Hellevoetsluis",0181-390086,http://www.weedavandenberg.nl
Fysiotherapie Hoofdweg,Fysiotherapie,"Hoofdweg 458, Amsterdam",020-6188761,https://fysiohoofdweg.nl/amsterdam
Gewoon Fysio,Fysiotherapie,"Latensteinseweg 11 A, Tiel",https://gewoonfysio.nl/,https://gewoonfysio.nl/
Fysiotherapie en Manuele Therapie Snel in Beweging Delft,Fysiotherapie,"Phoenixstraat 66-114, Delft",06-17354707,https://www.snelinbeweging.com
Tandartspraktijk De Weidevogel,Mondzorg,"Weidevogellaan 236, Den Haag",015-8873588,http://www.tandartsdeweidevogel.nl
Podotherapie de Boer Vlissingen - Gezondheidscentrum De Keien,Podotherapie,"Hermesweg 21, Vlissingen",www.podotherapiedeboer.nl,http://www.podotherapiedeboer.nl
"Witsenkade Verloskundigen, locatie Nicolaas Witsenkade",Verloskundige zorg,"Nicolaas Witsenkade 35 O, Amsterdam",020-6279767,http://www.witsenkade.nl
"De Zorggroep, De Ark - Centrum voor Palliatieve Terminale Zorg",Hospicezorg,"Heinsbergerweg 176 F, Roermond",088-6108861,http://www.dezorggroep.nl
Fysiotherapie in 't Veld,Fysiotherapie,"Walstraat 23, Emmen",06-29928671,https://www.fysiotherapie-veld.nl/
Kinderfysio Bakel,Fysiotherapie,"Schoolstraat 22, Bakel",https://kinderfysiobakel.nl/,https://kinderfysiobakel.nl/
Fysius Rugexperts Nijverdal,Fysiotherapie,"Bedrijvenweg 7, Nijverdal",088-0021700,https://www.fysius.nl
TandartsCraanen.nl,Mondzorg,"Asserstraat 118, Ubbena",06-28774203,http://tandartscraanen.nl
Ara Fysiotherapie,Fysiotherapie,"Wijk aan Zeeërweg 101, IJmuiden",06-51502846,https://arafysiotherapie.nl/
CiaoFysio,Fysiotherapie,"Lauriergracht 100, Amsterdam",06-45389493,http://www.ciaofysio.com/
Dieetlust,Diëtetiek,"Wilhelminalaan 2 A, Hoorn",06-57987452,https://www.dieetlust.nl
"Verloskundigenpraktijk Vita, locatie Ijpelaar",Verloskundige zorg,"Mathenessestraat 61 A1, Breda",076-5218803,http://www.verloskundigenvita.nl
FysioFit Amsterdam,Fysiotherapie,"Eliza van Calcarstraat 2, Amsterdam",06-40201407,https://www.fysiofitamsterdam.nl/
"Weeda van den Berg fysiopraktijken, locatie Haring",Fysiotherapie,"Haring 2, Hellevoetsluis",0181-390086,http://www.weedavandenberg.nl
DermEsthé Huid & Laser,Huidtherapie,"Huizermaatweg 15, Huizen",06-47565459,http://www.dermesthe.nl
Fysiotherapie Op den Kamp,Fysiotherapie,"Heerlerbaan 273, Heerlen",06-13559572,http://www.fysio-opdenkamp.nl
Verloskundigen Alblasserdam e.o.,Verloskundige zorg,"Plantageweg 72, Alblasserdam",06-54974367,http://www.mijnverloskundige.nl
Dr. Brinkmann Kliniek,Organisatie,"Edisonbaan 22, Nieuwegein",http://www.drbrinkmannkliniek.nl,http://www.drbrinkmannkliniek.nl
Apotheek de Dreef,Farmacie,"Bijlmerdreef 93, Amsterdam",020-2106015,https://www.apotheekdedreef.nl/
"Fysioteam ART, locatie Geldermalsen, J.F. Kennedylaan",Fysiotherapie,"John F. Kennedylaan 1, Geldermalsen",0345-577273,http://www.fysioteam-art.nl
Huidtherapie Jordaan,Huidtherapie,"Marnixstraat 155, Amsterdam",020-6842180,http://www.huidtherapie-jordaan.nl
Praktijk Bredewout,Fysiotherapie,"Wethouder van Haperenstraat 36 H, Breda",06-30705262,http://www.praktijkbredewout.nl
ZorgAccent - Hospice Noetsele,Hospicezorg,"Sanatoriumlaan 20, Hellendoorn",0548-688113,http://www.zorgaccent.nl
"Anno, Verloskundigenpraktijk Deventer, locatie Deventer",Verloskundige zorg,"Louis Pasteurstraat 10 D, Deventer",0570-630308,http://www.annodeventer.nl
"HappyZorg, Wijkteam Schiedam",Wijkverpleging,"Laan van Bol'Es 3, Schiedam",06-25581824,https://happyzorg.nl/thuiszorg/schiedam/schiedam
Huidtherapie Twente,Organisatie,"Dr. Poelsstraat 63 D, Oldenzaal",0541-760023,https://www.huidtherapietwente.nl/
Hospice Bardo,Hospicezorg,"Burgemeester Jansoniushof 11, Hoofddorp",020-3334700,http://www.hospicebardo.nl
"Huidtherapie Twente, Kliniek Twente",Huidtherapie,"Dr. Poelsstraat 63 D, Oldenzaal",0541-760023,http://www.huidtherapietwente.nl
IQlean,Mondzorg,"Gerard Brandtstraat 29 A, Leiden",071-5767060,http://www.iqlean.nl
Logopediepraktijk Usche Baerveldt,Organisatie,"Mgr. Nolensstraat 29, Hoensbroek",045-5211621,http://www.logopedie-baerveldt.nl
"Logopediepraktijk Usche Baerveldt, locatie Hoensbroek, Monseigneur Nolensstraat",Logopedie,"Monseigneur Nolensstraat 29, Hoensbroek",045-5211621,http://www.logopedie-baerveldt.nl
