"MKA Groep, locatie ADRZ",Medisch specialistische zorg,"'S Gravenpolderseweg 114, Goes",088-1901901,https://mkagroep.nl
M.K. Dental,Mondzorg,"Jonckbloetplein 60, Den Haag",070-4066520,https://www.mkdental.nl/
MKmondzorg,Mondzorg,"Ohmweg 57 A, Alblasserdam",085-2015657,http://mkmondzorg.nl/
M.L. Koning Orthodontist,Mondzorg,"Pieter Calandlaan 136-138, Amsterdam",020-6107898,
"M&O Fysiotherapie, Manuele therapie en Osteopathie, locatie Akeleistraat",Fysiotherapie,"Akeleistraat 35 M, Den Haag",070-3688957,http://www.mulderenvanoostveen.nl
Molenaar Psychologie,Geestelijke gezondheidszorg,"Damsterdiep 49, Groningen",https://molenaarpsychologie.nl/,https://molenaarpsychologie.nl/
Mondcentrum Drunen,Mondzorg,"Tinie de Munnikstraat 3, Drunen",0416-375495,http://www.mondcentrumdrunen.nl
Mondgezondheidpraktijk Jongen,Mondzorg,"Rijksweg Noord 98, Geleen",,
Mondhygiënepraktijk A.M. Leeflang,Mondzorg,"Beethovenlaan 1, Maarssen",0346-579179,http://www.mondhygienepraktijkleeflang.nl
Mondhygiënepraktijk Capelle,Mondzorg,"De Linie 1 G, Capelle aan den IJssel",010-4505909,https://www.mondhygienepraktijk-capelle.nl/
Mondhygiënepraktijk Elbe,Mondzorg,"Elbe 3, Hoogeveen",0528-225574,http://www.mondhygienepraktijkelbe.nl
Mondhygiëne Praktijk Esther Dijkhof,Mondzorg,"Kerklaan 4 A, Hoogland",06-24758386,https://mondhygienepraktijkestherdijkhof.nl/
Mondhygiënepraktijk Grietje Storm,Mondzorg,"Torenstraat 25, Drachten",0512-740010,http://www.mhpgs.nl
Mondhygiënepraktijk Jolanda van der Vaart,Mondzorg,"George Wilhelmlaan 16 A, Leek",06-52664548,http://www.mondhygieneleek.nl
Mondhygiënepraktijk Kiezen voor Elkaar,Mondzorg,"Wakkerendijk 64, Eemnes",035-5389402,
Mondhygiënepraktijk Laura van Driel Kluit,Mondzorg,"Kroevenlaan 33, Roosendaal",0165-567969,http://www.mondhygiene-roosendaal.nl
Mondhygiëne Praktijk Leiderdorp,Mondzorg,"Buitenhoflaan 64, Leiderdorp",071-7504563,http://mhpl.nl
Mondhygiënepraktijk M. Voortman,Mondzorg,"Rijssensestraat 96, Nijverdal",0548-614850,http://www.mondhygienevoortman.nl
Mondhygiënepraktijk Onderberg,Mondzorg,"Arnhemseweg 23, Apeldoorn",055-3034329,http://www.mondhygienepraktijkonderberg.nl
Mondhygiënepraktijk Oosterhaar,Mondzorg,"Walstroweg 21 C, Haren",050-5350197,http://www.mondhygiene-oosterhaar.nl
Mondhygiënepraktijk Prevident,Mondzorg,"IJsseloord 177, Woerden",0348-434694,http://www.prevident.nl
Mondhygiëne Praktijk Sarkisian,Mondzorg,"Braillestraat 15, Zwolle",038-2303440,https://www.sarkisian.nl/
Mondhygiënepraktijk Schoonrewoerd,Mondzorg,"Dorpsstraat 14 16, Schoonrewoerd",0345-641145,http://www.mondhygiene-schoonrewoerd.nl
Mondhygiënepraktijk van den Berg,Mondzorg,"Enkhuizenstraat 65, Amersfoort",033-4942597,http://mondhygienepraktijkvandenberg.jouwweb.nl
Mondhygiënepraktijk Voois,Mondzorg,"Laan van Wateringse Veld 855, Den Haag",06-41451406,http://www.mondhygienistvoois.nl
Mondhygiëne Twello,Mondzorg,"Verdistraat 6, Twello",0571-298065,http://www.mondhygienetwello.nl
Mondhygiënisten in de Pastorie,Mondzorg,"Frans Netscherlaan 12 A, Santpoort-Noord",023-5491104,http://www.mondhygiene-santpoort.nl
Mondhygiënisten Oostplein,Mondzorg,"Boezemweg 177 A, Rotterdam",010-4135966,http://www.mondhygienistenoostplein.nl
Mondhygiënistenpraktijk Assen,Mondzorg,"Thorbeckelaan 205-209, Assen",0592-300790,http://www.mondhygienistenassen.nl
Mondhygiënistenpraktijk Berendsen,Mondzorg,"Hogekampweg 16 A, Venlo",077-3210318,
Mondhygiënistenpraktijk Chan,Mondzorg,"Nicolaas Tulplaan 246 A, Amstelveen",06-14598759,http://www.chan-mhpraktijk.nl
"Mondhygiënistenpraktijk Colorsmile, Daniella Schaap",Mondzorg,"Damvelden 6, Best",0499-313077,http://www.colorsmile.nl
Mondhygiënistenpraktijk De Witte Vrouwen,Mondzorg,"Poortstraat 77, Utrecht",030-2310034,http://www.dewittevrouwen.nl
Mondhygiënistenpraktijk Gemert,Mondzorg,"Karbeel 20, Gemert",0492-390085,http://www.mh-gemert.nl
Mondhygiënistenpraktijk IJsselstein,Mondzorg,"IJsselstraat 15, IJsselstein",030-6046087,http://www.zorgvoorjegebit.nl
Mondhygiënistenpraktijk Mondzorg Amersfoort,Mondzorg,"Wiekslag 229, Amersfoort",033-8870098,https://mondzorgamersfoort.nl/
Mondhygiënistepraktijk Gitte,Mondzorg,"Thoornseweg 1, Bavel",06-18607370,https://mondhygienistepraktijk-gitte.nl
Mondhygiënist Wendy Pater,Mondzorg,"Argusvlinder 1, De Goorn",0229-540270,http://www.mondhygienist-wendypater.nl
Mondhygiënst Karin Groot,Mondzorg,"Cypres 63, Hoorn",0229-211221,http://www.mondhygienistkaringroot.nl
Mond Studio,Mondzorg,"Heijermansstraat 143 A, Zaandam",075-7572660,https://mondstudio.nl/
Mond&Zo Brusselsepoort,Mondzorg,"Via Regia 103, Maastricht",043-4519000,https://mondenzo.nl/
"Mondzorg4all, Tandartspraktijk",Mondzorg,"Willem Boyeweg 120, Gennep",0485-551440,http://www.mondzorg4all.nl
Mondzorg Balance,Mondzorg,"Hectorstraat 11 F, Rotterdam",06-19959854,http://www.mondzorgbalance.nl
Mondzorg Bolnes,Mondzorg,"Pretoriusstraat 25 A, Ridderkerk",0180-412040,http://www.mondzorgbolnes.nl
Mondzorgcentrum Beek en Donk,Mondzorg,"Burgemeester van der Weidenlaan 13 C, Beek en Donk",0492-389868,http://www.mondzorgcentrumbeekendonk.nl
Mondzorgcentrum Limbricht,Mondzorg,"Raadhuisstraat 3, Limbricht",046-4519868,http://mondzorgcentrum-limbricht.nl
Mondzorg Clinics 's-Hertogenbosch,Mondzorg,"Julianaplein 25, 's-Hertogenbosch",073-6900799,http://www.mondzorgclinics.nl
Mondzorg Dental More,Mondzorg,"Meerwater 12, Eindhoven",040-3021267,https://www.mondzorgdentalmore.nl/
Mondzorg Haren,Mondzorg,"Scheperweg 50, Haren",050-4028657,http://www.mondzorg-haren.nl
Mondzorg Hoogvliet,Mondzorg,"Slaghaam 289, Hoogvliet",010-4167404,
Mondzorgkliniek Berkel Centrum,Mondzorg,"Herenstraat 9, Berkel en Rodenrijs",010-3138986,https://mondzorgkliniekberkelcentrum.nl/
Mondzorg Kudelstaart,Mondzorg,"Kudelstaartseweg 243 A, Kudelstaart",0297-341042,http://www.mondzorgkudelstaart.nl
"Mondzorg Limburg, locatie Roermond",Mondzorg,"Eci 6, Roermond",0475-211642,https://www.mondzorglimburg.nl/
Mondzorg Mauritslaan,Mondzorg,"Prins Mauritslaan 76, Beek",046-4371462,http://www.mmbeek.nl
MondZorg Minke,Mondzorg,"Ganzestraat 26, Hapert",0497-369379,http://www.mondzorgminke.nl
Mondzorg Nieuwerkerk,Mondzorg,"Raadhuisplein 43, Nieuwerkerk aan den IJssel",0180-320089,http://www.mondzorgnieuwerkerk.nl
Mondzorgpraktijk De Meer,Mondzorg,"Tussen Meer 1 B, Amsterdam",020-2117161,https://mondzorgdemeer.nl/
Mondzorgpraktijk De Parel,Mondzorg,"Dordrechtweg 4, Arnhem",026-3827733,https://www.mondzorgpraktijkdeparel.nl/
Mondzorgpraktijk Kuijl,Mondzorg,"Hoeflingweg 24, Lochem",0573-251684,http://www.mondzorgpraktijk-kuijl.nl
Mondzorg Presikhaaf,Mondzorg,"Ringoven 33, Arnhem",026-3646468,https://www.mondzorgpresikhaaf.nl/
Mondzorg Reeuwijk,Mondzorg,"'t Kerkestuk 33, Reeuwijk",0182-393040,https://mondzorgreeuwijk.nl/
Mondzorg Schimmert,Mondzorg,"Langstraat 11, Schimmert",045-4042054,https://www.mondzorgschimmert.nl
Mondzorg Sliedrecht,Mondzorg,"Rembrandtlaan 51, Sliedrecht",0184-480102,http://www.mondzorgsliedrecht.nl
Mondzorg Surhuisterveen,Mondzorg,"B. Jacobus Schurerweg 2, Surhuisterveen",0512-360658,http://www.mondzorgsurhuisterveen.nl
Mondzorg Voorne,Mondzorg,"Mildenburglaan 14 B, Oostvoorne",0181-840680,http://www.mondzorgvoorne.nl
"Mondzorg Wassenaar, Praktijk voor Mondhygiëne en Orthodontie",Mondzorg,"Burchtlaan 32, Wassenaar",070-7370689,http://mondzorgwassenaar.nl
Mondzorg Wervershoof,Mondzorg,"Olympiaweg 141 H, Wervershoof",0228-582332,http://www.mondzorgwervershoof.nl
Mookus fysiotherapie,Fysiotherapie,"Slagersweg 2 A, Kampen",038-3323868,http://www.mookusfysiotherapie.nl
MotionPower,Fysiotherapie,"Fazantstraat 16, Hoornaar",0630930249,https://www.motionpower.nl/
Motyf,Ergotherapie,"Schependomlaan 17 E, Nijmegen",06-48853733,https://www.motyf.nl/
Mourits Huidtherapie,Huidtherapie,"Laan van Meerdervoort 434, Den Haag",070-7506275,http://www.mouritshuidtherapie.nl
Movmed,Fysiotherapie,"Einsteinweg 6, Spijkenisse",06-52766790,https://www.movmed.nl/
Mrs. Koala,Kraamzorg,"Dunantstraat 1015, Zoetermeer",06-45094723,
MSK Centrum,Medisch specialistische zorg,"Logger 217, Amstelveen",020-2613644,https://msk-centrum.nl/
Multatuli Psychology,Geestelijke gezondheidszorg,"Slotermeerlaan 69, Amsterdam",020-2157470,https://multatulipsychology.nl/
"Multi Fysio, locatie Leidschendam, Prins Johan Willem Frisolaan",Fysiotherapie,"Prins Johan Willem Frisolaan 482, Leidschendam",070-3203258,http://www.multifysio.nl
Mundo-Care,Wijkverpleging,"Rutger van Dongenlaan 11, Eelderwolde",06-40251907,https://www.mundo-care.nl/
Nachtzusters,Wijkverpleging,"Brugstraat 19, Mierlo",0492-236000,https://nachtzusters.com/
Natural Beauty Kliniek,Medisch specialistische zorg,"Bierstraat 6, Rotterdam",010-8400672,https://www.naturalbeautykliniek.com/index.html
Natuurlijk Merel,Fysiotherapie,"Helmlaan 50, Haarlem",06-30144092,https://www.natuurlijkmerel.nl/
Nederlandse Vereniging van Hemofilie-Patiënten,Belangenbehartiging,"Postbus 1188, Nijkerk",033-2471049,http://www.nvhp.nl
Nederlands Veteraneninstituut - Landelijk Zorgsysteem voor Veteranen,Geestelijke gezondheidszorg,"Willem van Lanschotlaan 1, Doorn",085-4852000,https://www.nlveteraneninstituut.nl/veteranenloket/lzv/
"neuroCare Clinics, locatie Amsterdam",Geestelijke gezondheidszorg,"Amstelveenseweg 864 H, Amsterdam",024-7503507,https://neurocaregroup.nl/
"neuroCare Clinics, locatie Groningen",Geestelijke gezondheidszorg,"Schweitzerlaan 2, Groningen",050-5277550,https://neurocaregroup.nl/
Newmedix,Complementaire zorg,"Bosseweg 7 B, Best",040-7113026,https://newmedix.nl/
Nieuwe Helden Amersfoort,Mondzorg,"Van Tuyllstraat 6 A, Hooglanderveen",033-2075080,https://www.kindertandartsamersfoort.nl/
Nobels fysiotherapie,Fysiotherapie,"Bitterschoten 25, Leusden",033-4337341,http://www.nobels-fysiotherapie.nl
Novicare Brabant,Overige zorg,"Stapelovenweg 2 A, Helmond",0492-801960,http://www.novicare.nl
"Novopraktijk Podotherapie te Haarlem en Zandvoort, locatie Haarlem Noord",Podotherapie,"Rijksstraatweg 439, Haarlem",023-5201000,http://www.novopraktijk.nl
NSN Zorg,Wijkverpleging,"Voornsestraat 20, Hellevoetsluis",06-87538501,https://www.nsnzorg.nl
Nurses by idrissi B.V.,Wijkverpleging,"Hoeksestraat 23 B, Rotterdam",,
NVHO,Geestelijke gezondheidszorg,"Koningin Julianaplein 10, Den Haag",079-8885554,http://www.nvho.nl
123 Oefentherapie,Oefentherapie,"Nijverheidslaan 3 C, Veenendaal",0318-550915,https://123oefentherapie.nl/
"Oefentherapie Cesar Best en Oirschot, locatie Oirschot",Oefentherapie,"De Loop 67, Oirschot",0499-396979,http://www.oefentherapiecesarbest.nl
Oefentherapie Cesar - Gezonder Bewegen,Organisatie,"Langakker 5 L, Ravenstein",06-23984705,https://gezonderbewegen.nl/
"Oefentherapie Cesar - Gezonder Bewegen, locatie Uden",Oefentherapie,"Land van Ravensteinstraat 3, Uden",06-45917748,https://gezonderbewegen.nl/
Oefentherapie Cesar Huizen,Oefentherapie,"De Ruyterstraat 7, Huizen",035-5251347,http://www.otchuizen.nl
"Oefentherapie Cesar I. Heling, locatie Made",Oefentherapie,"Het Vierendeel 3, Made",0162-683081,http://www.cesartherapieheling.nl
Oefentherapie Cesar Rotterdam,Oefentherapie,"Peppelweg 146, Rotterdam",010-4181344,http://www.cesarrotterdam.nl
Oefentherapie Langedijk,Oefentherapie,"Bijlestaal 52, Broek op Langedijk",0226-712050,http://oefentherapielangedijk.nl
"Oefentherapie Leerdam, Poort van West",Oefentherapie,"Burgemeester Meesplein 5 E, Leerdam",06-26040013,http://www.oefentherapieleerdam.nl
Oefentherapie Mensendieck Chantal van der Meijden,Oefentherapie,"Kruidhof 63, Bergen op Zoom",0164-242843,https://www.veerkrachtgeeftgroei.nl/
Oefentherapie mensendieck Grawden-Draaijers,Oefentherapie,"Krekelberg 32, Roosendaal",0165-560045,
Oefentherapie Mensendieck Karin Helling-Roeleveld,Oefentherapie,"Roerdomplaan 104, Aalsmeer",0297-344547,http://beweegbewust.com
Oefentherapie Oprel,Oefentherapie,"Padberglaan 18, Ede",0318-595686,http://www.oefentherapie-oprel.nl
"OIM Orthopedie, locatie Breda",Hulpmiddelen,"Brabantlaan 1, Breda",076-7112800,https://www.oim.nl
"OIM Orthopedie, locatie Roosendaal",Hulpmiddelen,"Boerhaavelaan 23, Roosendaal",076-7112800,https://www.oim.nl
"OmniFysio, locatie Wormer",Fysiotherapie,"Koetserstraat 12 A, Wormer",075-6419871,http://www.omnifysio.nl
Omnithera Fysiotherapie,Fysiotherapie,"Kerkstraat 48-50, Giesbeek",0313-631663,http://www.omnithera.nl
Ondersteuning Thuis Bardo,Wijkverpleging,"Burgemeester Jansoniushof 11, Hoofddorp",020-3334700,https://www.hospicebardo.nl/ondersteuning-thuis/
Onlinetherapie.nl,Geestelijke gezondheidszorg,"Weeshuistuin 1, Hoorn",0229-249934,http://www.onlinetherapie.nl
"Ons Tweede Thuis, Kinderdienstencentrum De Zevenster",Zorg voor mensen met een beperking,"Boslaan 25, Hoofddorp",0297-353800,https://www.onstweedethuis.nl
Ontspanningstherapie Nuenen Gertild den Boer-Winter,Fysiotherapie,"Lissevoort 27, Nuenen",040-2842826,http://www.ontspanningstherapie-nuenen.nl
"Onze Huid Huidcentrum, Praktijk Veenendaal",Huidtherapie,"Synagogestraat 103 105, Veenendaal",06-51801206,http://onze-huid.nl
Oog voor Fysio,Fysiotherapie,"Händelstraat 55, Utrecht",030-2988588,https://www.oogvoorfysio.nl/
"Oostdent, tandheelkundig centrum",Mondzorg,"Makassarstraat 151 A, Amsterdam",020-4632489,http://www.oostdent.nl
OranjeKlinieken,Medisch specialistische zorg,"Heideweg 244, Amersfoort",033-2462546,https://oranjeklinieken.nl
Ortho aan de Zaan,Mondzorg,"Westzijde 174 c, Zaandam",075-6705057,https://www.orthoaandezaan.nl/
Orthocenter Alkmaar Daalmeer,Mondzorg,"Johanna Naberstraat 43, Alkmaar",0299-756371,http://www.orthocenter.nl
"Ortho Denti, locatie Monnickendam",Mondzorg,"Vesting 6, Monnickendam",0299-655577,http://www.orthodenti.nl
Orthodontie Amsterdam Oost,Mondzorg,"Middenweg 331, Amsterdam",020-4614620,https://www.orthodontieamsterdamoost.nl/
Orthodontie Goirle,Mondzorg,"Baanakkerstraat 6, Goirle",013-5345372,https://www.orthodontie-goirle.nl/
Orthodontie Museumplein,Mondzorg,"Teniersstraat 2 H, Amsterdam",085-4014737,https://www.orthodontiemuseumplein.nl/
Orthodontiepraktijk Centrum Drachten,Mondzorg,"Noordkade 17, Drachten",0512-358328,https://www.orthocentrumdrachten.nl/
Orthodontiepraktijk Deventer,Mondzorg,"Brink 24, Deventer",0570-616610,http://orthodontiepraktijkdeventer.nl
Orthodontiepraktijk Leeuwarden,Mondzorg,"Schrans 57-59, Leeuwarden",058-2887555,http://www.orthodontiepraktijk.nl
Orthodontiepraktijk Utrecht,Mondzorg,"Wittevrouwensingel 10, Utrecht",030-2340565,http://www.orthodontiste.nl
OrthodontistenClinic aan de Vecht,Mondzorg,"Korte Muiderweg 2 A, Weesp",0294-224401,https://www.orthoaandevecht.nl/
Orthodontistenpraktijk Dukenburg,Mondzorg,"Zwanenveld 9080 K, Nijmegen",024-3440837,http://www.orthodukenburg.nl
Orthodontistenpraktijk Haven,Mondzorg,"Haven 6, Lisse",0252-423656,https://ortho-haven.nl/
Ortho Heijnen Geleen,Mondzorg,"Kluis 32, Geleen",046-8080127,http://www.orthoheijnen.nl
Orthomoleculaire Diëtistenpraktijk Corinne Pool,Diëtetiek,"Jo Imminkstraat 2, Castricum",06-11706655,http://www.corinnepool.nl/
Orthopedische Fysiotherapie Beukenrode,Fysiotherapie,"Beukenrodelaan 2 E, Doorn",0343-231800,https://fysiotherapiebeukenrode.nl/
"Ortho-Podo-Actief, locatie Ede",Podologie,"Spinderweg 39, Ede",0318-300284,http://www.ortho-podo-actief.nl
Osteopaat Woerden,Fysiotherapie,"Wipmolenlaan 1, Woerden",06-30959951,https://osteopaatwoerden.nl/
Osteopathie Alderlieste,Fysiotherapie,"Nieuwe Steen 24 B, Hoorn",06-18211979,https://osteopathie-alderlieste.nl/
"Osteopathie Bastiaansen, locatie Kruiningen",Fysiotherapie,"Burg. Elenbaasstraat 1 A, Kruiningen",06-18362727,https://www.osteopathiebastiaansen.nl/
"Osteopathie Bastiaansen, locatie Wemeldinge",Fysiotherapie,"Oostelijke Kanaalweg 10, Wemeldinge",06-18362727,https://www.osteopathiebastiaansen.nl/
Osteopathiecentrum Zoetermeer,Fysiotherapie,"Blauw-roodlaan 92, Zoetermeer",079-3620934,http://www.osteopathiecentrumzoetermeer.nl
Osteopathie-Delft,Fysiotherapie,"Beukenlaan 4 H, Delft",0512-2131993,http://www.osteopathie-delft.nl
Osteopathie de Ridder,Fysiotherapie,"Van Diemenstraat 202, Den Haag",06-46750712,https://www.osteopathiederidder.nl
"Osteopathie Eric, Locatie Amsterdam",Fysiotherapie,"Wingerdweg 32, Amsterdam",06-24947347,http://www.osteopathieeric.nl
Osteopathie Gert-Jan Gelhever,Fysiotherapie,"Hyacinthstraat 2, Oldenzaal",0541-519081,http://www.gjgosteopathie.nl
Osteopathie Lou Swinkels,Fysiotherapie,"Utrechtseweg 97, Zeist",06-26252529,http://www.osteopathielouswinkels.nl
Osteopathie Markelo,Fysiotherapie,"Goorseweg 5, Markelo",06-27132397,http://www.osteopathie-markelo.nl
"Osteopathie Posthuma, locatie Pijnacker",Fysiotherapie,"Acacialaan 2 D, Pijnacker",015-3610874,http://www.osteopathie-posthuma.nl
Osteopathie praktijk Dana,Fysiotherapie,"Nieuwenhuijsenlaan 38, Amstelveen",06-18875529,https://www.osteopathiedana.nl
OsteoYou Osteopathie,Fysiotherapie,"Witte de Withstraat 57, Hendrik-Ido-Ambacht",06-11039242,https://www.osteoyou.com/
"Pameijer, Activering- en ontmoetingscentrum Het Nieuwe Spoor",Zorg voor mensen met een beperking,"1e Pijnackerstraat 100 B, Rotterdam",088-2716143,https://pameijer.nl/
"Paramedisch Centrum De Hoek, locatie Scholeksterhoek",Fysiotherapie,"Scholeksterhoek 6, Spijkenisse",0181-624210,http://www.fysiotherapiedehoek.nl
