"Weeda van den Berg fysiopraktijken, locatie Rijksstraatweg",Fysiotherapie,"Rijksstraatweg 142, Hellevoetsluis",0181-390086,https://weedavandenberg.nl/
"Voetencentrum Wender, Zutphen Piet Heinstraat",Podotherapie,"Piet Heinstraat 11, Zutphen",088-4547700,http://www.podotherapeut.nl
"Wilbrink Wassink Fysiotherapie, locatie Raadhuisstraat",Fysiotherapie,"Raadhuisstraat 22, Doetinchem",0314-330200,https://www.wilbrinkwassink.nl/
"Voetencentrum Wender, Warnsveld",Podotherapie,"Schoolplein 1, Warnsveld",088-4547700,http://www.podotherapeut.nl
Vooruit - Kinderergotherapie Westfriesland,Ergotherapie,"Hoofdstraat 25, Bovenkarspel",06-57556491,http://www.kinderergotherapievooruit.nl
Weertseriet tandheelkunde en mondhygiëne,Mondzorg,"Weertseriet 15, Haaksbergen",053-5721144,http://www.weertseriet.nl
Wellness in Mind,Geestelijke gezondheidszorg,"Hinsbrig 24, Bocholtz",06-10168237,https://www.wellness-in-mind.com/
"Voetencentrum Wender, Zoetermeer Driemanspolder",Podotherapie,"Bijdorplaan 401-405, Zoetermeer",088-4547700,https://podotherapeut.nl
Wilmy Seykens Praktijk voor GZ-psychologie en Familieopstellingen,Geestelijke gezondheidszorg,"Berg en Dalseweg 83, Nijmegen",06-28573215,http://www.wilmyseykens.nl
"Vroedvrouwenpraktijk Nieuw West en Badhoevedorp, locatie Medisch Centrum Amsterdam West",Verloskundige zorg,"Pieter Calandlaan 101, Amsterdam",020-6151047,https://verloskundigen-nwb.nl/
Weleda Bereidingsapotheek,Farmacie,"Platinastraat 161, Zoetermeer",079-3631313,http://www.weleda.nl
"Voetzorg Drechterland, locatie Stede Broec",Podotherapie,"Het Voert 3 E, Grootebroek",06-29296202,https://voetzorgds.nl/
Whole Brain,Geestelijke gezondheidszorg,"Torenallee 45, Eindhoven",06-81621107,http://www.whole-brain.nl
"Voetencentrum Wender, Utrecht de Brug",Podotherapie,"Amsterdamsestraatweg 652, Utrecht",088-4547700,http://www.podotherapeut.nl
Whole Fit Fysiotherapie,Fysiotherapie,"Hertzstraat 17, Zandvoort",06-20275787,https://www.whole-fit.nl/
Wijzer Psychotherapie,Geestelijke gezondheidszorg,"Oranjesingel 60, Nijmegen",06-12246639,https://wijzerpsychotherapie.nl/
Waalwijk Mondzorg,Mondzorg,"Hollandsingel 3, Waalwijk",0416-333073,http://www.waalwijkmondzorg.nl
"Werkpsycholoog, locatie Capelle aan den IJssel",Geestelijke gezondheidszorg,"Monteverdistraat 12, Capelle aan den IJssel",030-7113068,https://www.werkpsycholoog.nl
What About Food,Diëtetiek,"Didamseweg 22 C, Wehl",06-44239692,https://whataboutfood.nl/
Willem Holtrop Hospice,Hospicezorg,"Julianalaan 51, Ermelo",0341-274920,http://www.willemholtrophospice.nl
"Ziekenhuis St Jansdal, Polikliniek Dronten",Medisch specialistische zorg,"Het Zwarte Water 77, Dronten",0341-435757,http://www.polikliniekdronten.nl
"Woonzorggroep Samen, locatie Ruysdael",Verpleeghuiszorg,"Jacob Ruijsdaellaan 28, Schagen",088-6194000,https://www.woonzorggroepsamen.nl/
Xpert Clinics Revalidatie Velp,Revalidatiezorg,"Middellaan 8 A, Velp",088-7785204,https://revalidatie.xpertclinics.nl
"Zintijn, locatie De Westereen, De Vesteynde",Logopedie,"Sportloane 10, De Westereen",0511-477764,https://zintijn.nl/
Xpert Orthopedie Amsterdam Bijlmer,Medisch specialistische zorg,"Bijlmerdreef 1169, Amsterdam",088-7785205,https://orthopedie.xpertclinics.nl/
"Wonderz Verloskundigen, locatie Delfgauw",Verloskundige zorg,"Zuidpoldersingel 139, Delfgauw",015-8801948,https://verloskundige-pijnacker.nl/
Zaanbocht Apotheek,Farmacie,"Zaanweg 112, Wormerveer",075-6281206,http://www.zaanbochtapotheek.nl
"Yolanda Turksema Praktijk voor Diëtetiek en Orthomoleculaire voeding, locatie Valkenburg",Diëtetiek,"Het Bat 3-5, Valkenburg",06-46380140,https://www.yolandaturksema.nl/
Ypenburgse Tandartsenpraktijk,Mondzorg,"Plesmanlaan 168, Den Haag",070-4157445,http://www.ypenburgsetandartsenpraktijk.nl
WonderZ Verloskundigen,Organisatie,"Zuidpoldersingel 139, Delfgauw",015-8801948,https://verloskundige-pijnacker.nl/
Xpert Clinics Revalidatie Nijmegen,Revalidatiezorg,"Sint Annastraat 312 B, Nijmegen",088-7785204,https://revalidatie.xpertclinics.nl
"Woonzorg De Bremhoeve, locatie Veeningen",Verpleeghuiszorg,"Fort 50, Veeningen",0528-210008,https://debremhoeve.nl/
Xpert Clinics Revalidatie Amsterdam,Revalidatiezorg,"Laarderhoogtweg 12, Amsterdam",088-7785204,https://revalidatie.xpertclinics.nl
Zeeuwse Zorg & Meer,Wijkverpleging,"Kanaaldijk 4, Arnemuiden",06-28842578,http://www.zeeuwsezorgenmeer.nl
YESS Huidtherapie,Huidtherapie,"Buitenschans 54 B, Groenlo",06-83669300,https://www.yesshuidtherapie.nl/
YorBody Fysiotherapie Eindhoven Woensel,Fysiotherapie,"Brussellaan 2 H, Eindhoven",06-25150501,https://yorbodyfysiotherapie.nl/praktijk/eindhoven-woensel/
Ysacare Kraamzorg,Kraamzorg,"Rhijnvis Feithlaan 30, Den Haag",070-3300786,http://www.ysacare.nl
"Woonzorg De Bremhoeve, locatie Kerkenveld",Verpleeghuiszorg,"Jan Haarstraat 24, Kerkenveld",0528-281000,https://debremhoeve.nl/
"Xpert Clinics Orthopedie, locatie Hilversum",Medisch specialistische zorg,"Marathon 6, Hilversum",088-7785205,https://orthopedie.xpertclinics.nl
YorBody Fysiotherapie Amsterdam Centrum Stadhouderskade,Fysiotherapie,"Stadhouderskade 74 1, Amsterdam",0617868280,https://yorbodyfysiotherapie.nl/praktijk/amsterdam-centrum-stadhouderskade/
"Zorggroep Solis, Hospice De Winde",Hospicezorg,"Hermelijn 2, Deventer",0570-659412,https://www.zorggroepsolis.nl
"ZZG Zorggroep, Woonlocatie De Passerel",Verpleeghuiszorg,"Passedwarsstraat 79 E, Wijchen",https://www.zzgzorggroep.nl/,https://www.zzgzorggroep.nl/
ZorgAccent - Wijkverpleging Team Rijssen Zuid-West,Wijkverpleging,"Wijnand Zeeuwstraat 26 204, Rijssen",06-10290108,http://www.zorgaccent.nl
Zorgsa,Wijkverpleging,"Elisabeth Samsonstraat 29, Amsterdam",06-25044218,https://www.zorgsa.nl/diensten/verpleging-verzorging
Zorgbelang Zuid-Holland,Belangenbehartiging,"Ronsseweg 140, Gouda",088-9294000,http://www.zorgbelang-zuidholland.nl
"Zozijn, Dagbehandeling Het Gele Park",Zorg voor mensen met een beperking,"Varsseveldseweg 47, Lichtenvoorde",088-5753000,https://www.zozijn.nl/over-zozijn/we-zijn-er-voor/opgroei-en-opvoedvragen
Zorgkantoor Rotterdam,Zorgkantoor dienstverlening,"Burgemeester Roelenweg 13, Zwolle",038-4567888,https://www.zilverenkruis.nl/zorgkantoor/klanten/Paginas/default.aspx
Zorgkantoor Zaanstreek / Waterland,Zorgkantoor dienstverlening,"Burgemeester Roelenweg 13, Zwolle",038-4567888,https://www.zilverenkruis.nl/zorgkantoor/klanten/Paginas/default.aspx
"Zozijn, Dagbehandeling SBO De Korenburg (groep Elmo)",Zorg voor mensen met een beperking,"Morsestraat 21 A, Winterswijk",088-5751510,https://www.zozijn.nl/locaties/onderzoek-en-advies-oost-achterhoek-voor-vragen-over-de-ontwikkeling-van-je-kind
Zonnehuis Wijkverpleging Ouder-Amstel,Wijkverpleging,"Laan van de Helende Meesters 114, Amstelveen",0900-0401441,http://www.zhga.nl
Zorg voor uw Huid,Organisatie,"Mr. Van Coothstraat 8 A, Druten",06-28225511,https://www.zorgvooruwhuid.nl/
"Zorggroep Meander, Behandeling, Ergotherapie",Ergotherapie,"Kaap de Goede Hoop 1, Veendam",0598-686868,http://www.zgmeander.nl
"Zuidwester, locatie Hoeksche Waard/Rotterdam",Zorg voor mensen met een beperking,"Hortensiastraat 46, Oud-Beijerland",0187-898888,https://www.zuidwester.org/
Zorgboerderij de Morgenster,Zorg voor mensen met een beperking,"Bergstoep 70, Streefkerk",0184-684322,http://www.zorgboerderijdemorgenster.com
Herbergier Beneden-Leeuwen,Verpleeghuiszorg,"Brouwersstraat 1, Beneden-Leeuwen",06-19768168,http://herbergier.nl/beneden-leeuwen
"Zorgservice Brabant, locatie Oirschot",Wijkverpleging,"Den Bongerd 2 5688 VT 2, Oirschot",0499-575820,https://www.zorgservice-brabant.nl/
"Zozijn, Op Pad Dagbesteding De Holterweg",Zorg voor mensen met een beperking,"Holterweg 75, Doetinchem",088-5751728,https://www.zozijn.nl/locaties/de-holterweg-dagbesteding-voor-mensen-met-niet-aangeboren-hersenletsel
"Zorgwaard Fysiotherapie, Oefentherapie en Leefstijlcoaching, locatie Taxuslaan",Fysiotherapie,"Taxuslaan 34, Heerhugowaard",072-5347534,http://www.zorgwaard.com
Zorgvilla Groot Brabant,Zorg voor mensen met een beperking,"Lange Bunder 7, Bavel",0161-437554,http://www.villagrootbrabant.nl
"Zorg voor uw Huid, locatie Schaijk",Huidtherapie,"Watermunt 32 A, Schaijk",06-28225511,https://www.zorgvooruwhuid.nl/
Hospice Bodegraven-Reeuwijk,Hospicezorg,"Boesemsingel 81, Bodegraven",0172-202042,http://www.hospicebodegraven-reeuwijk.nl/
Onze Mondhygiënist Zeewolde,Mondzorg,"Horsterweg 38, Zeewolde",036-2340333,https://www.onzemondhygienist.nl
Mondhygiënistenpraktijk Mariëtte van Spronsen,Mondzorg,"Koningslaan 61, Bussum",035-6914658,https://www.mondhygienistebussum.nl/
Mittsu Institute,Medisch specialistische zorg,"Achillesstraat 85, Amsterdam",020-3412001,https://www.mittsu-institute.com
Kraamzorg Nonna,Kraamzorg,"Burgemeester van der Heidelaan 47, Vleuten",06-30308256,https://kraamzorg-nonna.nl/
"Elle! Vrouw & Geboortezorg, locatie Nieuwkuijk",Verloskundige zorg,"Middelweg 11, Nieuwkuijk",073-2032595,https://ellezorg.nl
Tandheelkundige Kliniek Schiedam,Mondzorg,"'s-Gravelandseweg 612, Schiedam",010-4263338,http://www.tk-schiedam.nl
Lichtstad Verloskundigen,Verloskundige zorg,"Ceramlaan 12, Eindhoven",040-2821193,https://www.lichtstadverloskundigen.nl/
Verloskundigen de Baarsjes en Bos en Lommer,Organisatie,"Witte de Withplein 46, Amsterdam",020-6152035,https://www.verloskundigendebaarsjesenbosenlommer.nl/
Diane's Kraamzorg,Kraamzorg,"Theaterhof 9, Gorinchem",06-83044414,https://www.dianeskraamzorg.nl/
Fysio Maaike - Beweeg en Ontspan,Fysiotherapie,"Fidelioschouw 7, Zoetermeer",06-16132290,https://fysiomaaike.nl/
Verloskundige Praktijk Draagkracht,Verloskundige zorg,"Bachstraat 394, Leiden",06-21341115,https://www.draagkrachtleiden.nl/
Sofysio Fysiotherapie,Fysiotherapie,"Binnenhaven 69 H, Wageningen",0317-200207,http://www.sofysio.nl
Fysio Haarlem Centrum,Fysiotherapie,"Essenstraat 25, Haarlem",06-52452454,http://www.fysiohaarlemcentrum.nl/
"Elle! Vrouw & Geboortezorg, locatie Drunen",Verloskundige zorg,"Tinie de Munnikstraat 23, Drunen",073-2032595,https://ellezorg.nl
Praktijk De Kust,Geestelijke gezondheidszorg,"Nesdijk 27, Bergen",06-30359392,http://www.praktijkdekust.nl
Zorg en welzijnpraktijk Lethas,Kraamzorg,"Raam 210 B, Uden",06-45620731,https://www.lethas.nl/
Logopediepraktijk M. Den Hartog,Logopedie,"Koetshuis 5, Bodegraven",0172-618373,
Fysiotherapie Bewust,Fysiotherapie,"Driehuizerkerkweg 93, Driehuis",06-44778809,https://www.fysiotherapie-bewust.nl
Verloskundige praktijk Naomi Satijn,Verloskundige zorg,"Stationsplein 9, Eijsden",06-22901312,https://www.naomisatijnverloskundige.nl/
NCPC Kliniek Alphen,Medisch specialistische zorg,"Euromarkt 34, Alphen aan den Rijn",0172-766041,http://www.kliniekalphen.nl
"Praktijk voor orthomanuele geneeskunde M.J. van der Zanden, locatie Middelburg",Complementaire zorg,"Gortstraat 40, Middelburg",0118-615451,
B&Sis Fysiotherapie,Fysiotherapie,"Ukkelstraat 12, Eindhoven",040-2025087,http://www.b-sis.nl
Ensa psychologie & consultatie,Geestelijke gezondheidszorg,"Arend Keldermanstraat 30, Deventer",06-41744471,https://praktijkensa.nl
Huisartspraktijk te Paske,Huisartsenzorg,"Händelplein 25, Nieuw-Vennep",0252-683090,https://huisartstepaske.praktijkinfo.nl/
Tandartspraktijk Keijzershof,Mondzorg,"Hoefbladplein 5, Pijnacker",015-3647881,https://www.tandartspraktijkkeijzershof.nl/
Tandartspraktijk Hoogkerk,Mondzorg,"Jordensstraat 50, Groningen",050-5567180,https://www.tandartspraktijkhoogkerk.nl/
BesnijdenisPunt,Medisch specialistische zorg,"Groningerstraat 12, Amersfoort",085-1304156,https://besnijdenispunt.nl/
LinCare Best,Wijkverpleging,"Eik 22, Best",06-57406396,https://www.lincarebest.nl/
Kinderrijk Meerhoven | Verloskundige praktijk,Verloskundige zorg,"Meerwater 27, Eindhoven",06-28069584,http://www.kinderrijkmeerhoven.nl
Hospice Zoetermeer,Hospicezorg,"Schoolstraat 1, Zoetermeer",06-12746065,https://www.hospicezoetermeer.nl
Fysiotherapie Birthe Joanne,Organisatie,"Laan van de Kreeft 216, Apeldoorn",06-28426937,https://www.fysiotherapiebirthejoanne.com/
Berne Kliniek,Medisch specialistische zorg,"Nistelrodeseweg 10, Uden",0413-401900,http://www.bernekliniek.nl
Buurtzorg Prinsenbeek,Wijkverpleging,"Markt 22, Prinsenbeek",06-83222710,http://www.buurtzorgnederland.com
"Fysiotherapie Birthe Joanne, locatie Apeldoorn",Fysiotherapie,"Laan van de Kreeft 216, Apeldoorn",06-28426937,https://www.fysiotherapiebirthejoanne.com/
Logopedie Nieuw-West,Logopedie,"Justus Halbertsmastraat 50, Amsterdam",020-6173508,http://logopedist.amsterdam
Buurtzorg Harlingen Midden,Wijkverpleging,"Achlumerdijk 2 B, Harlingen",06-12036835,http://www.buurtzorgnederland.com/
Huisartsenpraktijk Haverkamp/Bastick,Huisartsenzorg,"Werkmansbeemd 2, Oosterhout",0162-457772,https://haverkampbastick.praktijkinfo.nl/
"Verloskundigen de Baarsjes en Bos en Lommer, locatie Bos en Lommer",Verloskundige zorg,"Bos en Lommerweg 106, Amsterdam",020-6152035,https://www.verloskundigendebaarsjesenbosenlommer.nl/
KraamWijs,Kraamzorg,"Herculesstraat 23, Alkmaar",0727-854970,https://kraamwijs.nl
A-Team Fysiotherapie,Fysiotherapie,"Goudenregenstraat 23, Groningen",06-20121687,http://www.a-teamfysiotherapiegroningen.nl
Tandartspraktijk Fabius,Mondzorg,"Goeman Borgesiuslaan 129, Groningen",050-5266312,http://www.tandartsfabius.nl
Fysio in Motion,Fysiotherapie,"Odinstraat 7, Almere",036-5369067,https://www.fysio-in-motion.com
Optimum Clinics Oosterbeek,Medisch specialistische zorg,"Utrechtseweg 159 C, Oosterbeek",085-1302796,https://www.optimumclinics.nl/
Mundo Vroedvrouwen,Verloskundige zorg,"Scheveningseweg 72, Den Haag",070-3468288,http://www.verloskundige-praktijk-mundo.nl
"Fysiosportief fysiotherapie, locatie Osloweg",Fysiotherapie,"Osloweg 29, Groningen",050-3136988,https://fysiosportiefgroningen.nl/
Verloskundigenpraktijk Zuiderzee,Verloskundige zorg,"De Regentesse 102, Huizen",035-5268715,https://www.verloskundigenzuiderzee.nl
"Fysioteam ART, locatie Geldermalsen, Herman Kuijkstraat",Fysiotherapie,"Herman Kuijkstraat 19, Geldermalsen",0345-577273,http://www.fysioteam-art.nl
Kraamzorg De Helpende Hand,Kraamzorg,"mt. Lincolnweg 22 D 21, Amsterdam",06-48429160,https://kraamzorghelpendehand.nl/
Diëtistenpraktijk Rinket,Diëtetiek,"Cromhoffsbleekweg 2, Enschede",06-43911095,https://www.dietist-rinket.nl/
Skincare Centre,Huidtherapie,"Koningin Emmaplein 7, Rotterdam",010-4363276,http://www.uncover-skincare.nl
Praktijk voor Mondhygiëne Ermelo,Mondzorg,"Horsterweg 70, Ermelo",0341-275431,https://mondhygiene-ermelo.nl
JC Kliniek,Medisch specialistische zorg,"Boermarkeweg 44 C, Emmen",0591-245999,https://www.jckliniek.nl
"HappyZorg, Wijkteam Oldambt",Wijkverpleging,"Haven Noordzijde 8 A, Scheemda",06-39241697,https://happyzorg.nl/thuiszorg/oldambt/oldambt
Mamma Maria Kraamzorg,Kraamzorg,"Handelstraat 10, Schijndel",06-27402547,https://mammamariakraamzorg.nl/
De Winkel Logopedie,Logopedie,"1e Wormenseweg 340, Apeldoorn",06-38253841,https://dewinkellogopedie.nl/
Amaris Zorggroep Regieteam Wondzorg Gooi en Vechtstreek,Wijkverpleging,"Paulus van Loolaan 21, Hilversum",085-8082045,https://verwijzers.amaris.nl/zorg-en-hulp-thuis/wondzorg/
Tandartspraktijk Smalhout,Mondzorg,"Churchilllaan 220, Amsterdam",020-6718265,http://www.esthetische-tandheelkunde.nl
Thuiszorg Alzorg,Wijkverpleging,"Rechterstraat 6 B, Boxtel",06-22845681,https://www.thuiszorgalzorg.nl/
Cosmetique Totale Wageningen,Huidtherapie,"Stadsbrink 451, Wageningen",085-9022080,https://www.cosmetique-totale.com/nl-nl
Berkien mondzorg,Mondzorg,"Prins Hendrikstraat 37, Naaldwijk",0174-631593,http://www.mondzorgberkien.nl
"Diëtist Dominique, locatie Schiedam",Diëtetiek,"Noordvest 20, Schiedam",06-40868849,https://dietistdominique.nl/
Met Hart Vol Liefde Thuiszorg,Wijkverpleging,"Laanweg 4, Spijkenisse",06-13338672,https://www.methartvolliefdethuiszorg.nl/
"Frix Fysio & Performance, locatie Elburg",Fysiotherapie,"Industriestraat 18 A, Elburg",0525-692948,https://frixfysio.nl/
Buurtzorg Vroomshoop,Wijkverpleging,"Oranjestraat 4, Vroomshoop",06-12638147,https://www.buurtzorgnederland.com/
Vaadent Tandartsenpraktijk,Mondzorg,"Deventerstraat 5, Vaassen",0578-576485,http://www.vaadent.nl
NoordAs Tandartsen & Mondhygiënisten,Mondzorg,"Elzenhagensingel 301, Amsterdam",020-6323944,https://www.tandartsnoordas.nl/
"drs. K.S. Goei, arts-acupuncturist",Complementaire zorg,"Moldau 10, Amstelveen",06-12308687,http://www.artsacupunctuur.com
Mondzorg Mensink,Mondzorg,"Verhagenplein 3, Naaldwijk",06-40542817,https://www.mondzorgmensink.nl/
"Diëtist & Leefstijl Slim Fit, locatie Den Helder, Soembastraat",Diëtetiek,"Soembastraat 83, Den Helder",06-12785925,http://www.dietist-leefstijl.nl
Dokters van Hier,Huisartsenzorg,"Einsteinstraat 34 A02, Maastricht",043-3671575,https://doktersvanhier.nl/
FysioKoudijs,Fysiotherapie,"Ribesstraat 30, Amsterdam",020-6321292,https://fysiokoudijs.nl/
Verloskundigenpraktijk De Vecht,Verloskundige zorg,"Julianaweg 23, Maarssen",0346-563437,http://www.vkpdevecht.nl
"Envida, Hospice Trajectum",Hospicezorg,"Abtstraat 2 B, Maastricht",043-8511275,http://www.hospicetrajectum.nl
Habito Ergotherapie,Ergotherapie,"Ministerlaan 201 G, Zwolle",06-53916122,http://www.habito-advies.nl
Huisartsenpraktijk Boddeus en Steenbergen,Huisartsenzorg,"De Ploeglaan 31, Groningen",050-5565957,https://boddeusensteenbergen.uwartsonline.nl
HHH Praktijk,Huisartsenzorg,"Schaepmanlaan 5, Huizen",035-3030390,http://www.hhhpraktijk.nl
"Dental Duo, tandartsenpraktijk",Mondzorg,"Mr. Abbink Spainkstraat 10, IJsselstein",030-6878560,http://www.dentalduo.nl
Huidkliniek De Vallei,Huidtherapie,"Fokkerstraat 29, Veenendaal",0318-2500 35,https://huidkliniekdevallei.nl/
De Kieviet Logopedie,Logopedie,"Ossenweerdstraat 7 12, Deventer",06-33807763,http://www.kievietlogopedie.nl
Tandartspraktijk Binnenweg,Mondzorg,"Nijverheidsweg 1 A, Maarssen",0346-284348,http://www.tandartspraktijkbinnenweg.nl
Diëtistenpraktijk van den Heuvel en Bourhim,Diëtetiek,"Karel Doormanstraat 127, Amsterdam",06-24186075,http://www.dietistenpraktijkhb.com
Maatschap Hees-Stauthamer,Geestelijke gezondheidszorg,"Van Pallandtstraat 29, Arnhem",026-3517045,http://www.heesstauthamer.com
Praktijk voor oefentherapie Cesar Schoonhoven,Oefentherapie,"Bergambachterstraat 9 B, Schoonhoven",0182-386560,http://www.cesarschoonhoven.nl
Nazorg Borstkanker,Huidtherapie,"Wilhelminapark 28, Haarlem",06-34058169,https://nazorgborstkanker.nl/
"Podotherapie Inge Rosielle, Centrum voor gezondheid Klein Tongelre",Podotherapie,"Insulindelaan 134, Eindhoven",040-2444476,https://www.podotherapierosielle.nl/
Skinproof Skincenter,Organisatie,"Blankenburg 2, Rozenburg",06-26669456,https://www.skinproof.nl
Fysio Evident,Fysiotherapie,"Graafseweg 274, Nijmegen",06-24334868,http://www.fysio-evident.nl
Tandartsenpraktijk W. van Gelder,Mondzorg,"Radesingel 33, Groningen",050-3133130,
Fysiotherapie De Laar West,Fysiotherapie,"Ginnekenstraat 10, Arnhem",026-3810800,http://www.fysiodelaar.nl
De Schouderdokter,Overige zorg,"Leeghwaterplein 45, Den Haag",070-4062436,https://www.deschouderdokter.nl
Fysiotherapie Vossen,Fysiotherapie,"Waterstraat 10, Thorn",06-36197756,http://www.fysiotherapievossen.nl
Zorghuis De Groenendael,Verpleeghuiszorg,"Groenedael 229-230, IJsselmuiden",038-8701334,https://zorghuisdegroenendael.nl/
PrinsBuitenPsychologie,Geestelijke gezondheidszorg,"Titus Brandsmastraat 18, Baarle-Nassau",06-23729972,https://www.prinsbuitenpsychologie.nl/
Derma Quality Huidtherapie,Huidtherapie,"Beneluxlaan 575, Almere",06-39207154,http://www.dermaquality-huidtherapie.nl
"Diëtist & Leefstijl Slim Fit, Leefstijlcentrum Schagen",Diëtetiek,"Dorpen 24, Schagen",0223-234577,http://www.dietist-leefstijl.nl
